gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Woman,Gay,Gay_female,34,"Hispanic / Latin, White",CA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,OK,Graduated from,Christianity,NA,No,No
Woman,Straight,Hetero_female,50,White,PA,Working on,Other,and very serious about it,No,No
Man,Straight,Hetero_male,22,White,Japan,NA,Atheism,NA,No,No
Man,Straight,Hetero_male,44,White,NH,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,27,White,MO,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,31,White,UK,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,34,White,NE,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,39,"Native American, Other",CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,45,White,Ontario,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,40,White,NC,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,26,NA,NJ,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,29,Black,VA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,NV,Working on,Other,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,29,Asian,CA,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,30,White,NJ,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,White,OK,Graduated from,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,28,Native American,VA,Working on,-,NA,No,No
Woman,Straight,Hetero_female,32,White,MN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,31,White,PA,Working on,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,Hispanic / Latin,Sweden,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,27,White,MI,Working on,Christianity,and laughing about it,Yes,Yes
Woman,Straight,Hetero_female,36,White,VA,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,50,White,NJ,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,40,White,NY,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,62,White,Bermuda,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,28,Asian,MA,NA,-,NA,No,No
Woman,Straight,Hetero_female,29,Black,CA,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,38,Black,UK,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,OH,Graduated from,Agnosticism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,38,White,NY,Graduated from,Judaism,but not too serious about it,No,No
Man,Gay,Gay_male,33,Hispanic / Latin,CA,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,25,White,UT,Graduated from,Other,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,27,White,GA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,40,White,NY,Dropped out of,Agnosticism,NA,No,No
Man,Straight,Hetero_male,32,White,VA,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,35,White,MN,Working on,Christianity,NA,No,No
Man,Straight,Hetero_male,33,Indian,Australia,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,34,White,LA,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,OH,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,27,"Asian, Middle Eastern, White, Other",OR,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,UK,Graduated from,Atheism,but not too serious about it,No,No
Woman,Gay,Gay_female,27,White,RI,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,38,White,CA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,38,White,TN,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,21,White,UT,Working on,-,NA,No,No
Woman,Straight,Hetero_female,37,White,NY,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,23,White,KY,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,35,White,CA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,OK,Working on,Other,NA,No,No
Man,Straight,Hetero_male,44,White,IL,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,39,White,MD,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,28,"Black, Hispanic / Latin",UK,Dropped out of,Other,NA,No,No
Man,Straight,Hetero_male,36,White,PA,Dropped out of,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,23,"Black, Native American, White",CA,Graduated from,Christianity,but not too serious about it,Yes,Yes
Man,Gay,Gay_male,35,White,CA,Dropped out of,Agnosticism,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,32,"Native American, White",MO,Graduated from,Agnosticism,and very serious about it,No,No
Man,Bisexual,Bisexual_male,27,White,IL,Graduated from,Christianity,and laughing about it,Yes,No
Man,Straight,Hetero_male,37,Middle Eastern,OH,NA,Islam,NA,Yes,Yes
Man,Straight,Hetero_male,37,White,AZ,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,29,"Hispanic / Latin, White",CA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,30,White,IL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,58,White,WI,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,26,Asian,Australia,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,Quebec,Graduated from,Agnosticism,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,34,NA,WI,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,39,White,MD,Working on,-,NA,No,No
Man,Straight,Hetero_male,40,"Asian, Other",FL,Graduated from,Christianity,NA,Yes,No
Man,Gay,Gay_male,32,White,MD,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,44,Asian,OR,NA,-,NA,No,No
Man,Straight,Hetero_male,43,Asian,WA,NA,Other,and laughing about it,No,No
Man,Straight,Hetero_male,36,"Hispanic / Latin, White",UK,NA,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,50,Black,OR,Graduated from,Other,and laughing about it,No,No
Woman,Gay,Gay_female,36,White,CO,Graduated from,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,31,White,FL,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,34,"Middle Eastern, Native American, Indian, Pacific Islander, Hispanic / Latin, Other",Germany,NA,Other,and very serious about it,No,No
Man,Straight,Hetero_male,57,White,MA,Graduated from,Catholicism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,23,White,UK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,46,White,CA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,GA,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,"Black, Native American, Hispanic / Latin, White, Other",WI,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,NA,OH,NA,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,41,White,DC,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,40,"Middle Eastern, White, Other",Mexico,Dropped out of,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,43,White,CA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,OK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,45,White,CA,Graduated from,Catholicism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,21,Black,VA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,26,White,OH,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,32,White,CA,Graduated from,Atheism,and very serious about it,No,Yes
Man,Straight,Hetero_male,35,White,PA,Dropped out of,Christianity,NA,No,No
Man,Straight,Hetero_male,31,White,ND,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,37,White,MN,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,29,White,UK,Graduated from,Atheism,NA,No,No
Man,Gay,Gay_male,19,White,IL,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,40,White,CA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,37,White,AR,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,33,White,FL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,"Hispanic / Latin, White",CA,Graduated from,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,28,White,NJ,Graduated from,Catholicism,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,40,White,MD,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,33,White,KS,Graduated from,-,NA,No,No
Man,Gay,Gay_male,24,White,CO,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,54,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,57,White,AL,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,41,White,FL,Dropped out of,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,26,White,SC,Graduated from,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,41,White,KY,NA,-,NA,No,No
Man,Straight,Hetero_male,42,White,Germany,NA,-,NA,No,No
Man,Straight,Hetero_male,38,White,LA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,50,NA,KS,NA,-,NA,No,No
Man,Straight,Hetero_male,39,White,TX,NA,Christianity,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,27,"Black, Hispanic / Latin",TX,NA,Other,and somewhat serious about it,Yes,No
Man,Straight,Hetero_male,33,White,Germany,Graduated from,Atheism,and somewhat serious about it,No,Yes
Man,Straight,Hetero_male,36,White,VT,Graduated from,Other,and laughing about it,No,No
Man,Gay,Gay_male,49,"Black, White, Other",CA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,48,Asian,Singapore,Graduated from,Buddhism,but not too serious about it,No,No
Man,Straight,Hetero_male,41,White,Germany,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,32,White,GA,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Gay,Gay_female,28,White,CA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,31,White,MA,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,28,"Black, White",TX,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,51,White,NY,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,White,KS,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,PA,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,27,White,TX,NA,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,38,White,UK,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,29,Other,Quebec,NA,-,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,28,NA,British Columbia,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,26,White,KY,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,30,White,IL,Working on,-,NA,Yes,Yes
Man,Gay,Gay_male,34,Other,RI,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,South Africa,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,27,White,CA,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,47,White,IL,Graduated from,Judaism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,36,White,CO,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,CA,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,28,White,MI,Working on,-,NA,No,No
Man,Straight,Hetero_male,25,White,PA,Dropped out of,Other,and laughing about it,No,No
Man,Gay,Gay_male,41,"Native American, White",OH,Working on,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,WI,Graduated from,Other,and very serious about it,Yes,Yes
Man,Straight,Hetero_male,38,NA,Ontario,NA,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,IL,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,MN,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,CA,Dropped out of,Atheism,and laughing about it,No,No
Man,Gay,Gay_male,30,Black,CA,Working on,Christianity,but not too serious about it,No,No
Man,Bisexual,Bisexual_male,27,White,UT,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,47,White,UK,NA,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,31,Black,PA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,29,White,IL,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,42,White,Australia,NA,-,NA,No,No
Woman,Straight,Hetero_female,32,White,CA,Dropped out of,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,41,White,HI,NA,Other,NA,No,No
Man,Straight,Hetero_male,34,White,VA,Graduated from,Judaism,but not too serious about it,No,No
Woman,Straight,Hetero_female,31,White,Australia,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,36,NA,Australia,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,37,NA,Finland,Dropped out of,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,29,White,MD,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,36,NA,Brazil,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,29,White,CA,Graduated from,Christianity,and laughing about it,No,No
Man,Straight,Hetero_male,42,Middle Eastern,Turkey,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,44,White,GA,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,34,Asian,Indonesia,Graduated from,Buddhism,NA,No,Yes
Woman,Straight,Hetero_female,37,White,NY,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,22,Hispanic / Latin,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,44,Black,IL,NA,Other,and very serious about it,No,No
Man,Straight,Hetero_male,41,White,MA,Graduated from,Judaism,and laughing about it,No,Yes
Man,Straight,Hetero_male,32,White,Netherlands,NA,Other,NA,No,No
Man,Straight,Hetero_male,34,White,FL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,29,White,MI,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,38,Other,Saskatchewan,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,38,"Asian, Pacific Islander, Hispanic / Latin, Other",CA,Graduated from,Catholicism,NA,No,No
Woman,Straight,Hetero_female,38,White,IL,Working on,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,37,White,MD,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,52,White,UK,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,CA,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,38,Other,NY,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,41,White,MI,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,40,"Asian, White",CA,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,24,White,Quebec,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,46,White,France,Dropped out of,Judaism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,21,White,KY,Dropped out of,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,26,White,Australia,Working on,-,NA,No,No
Woman,Straight,Hetero_female,37,White,MI,Graduated from,-,NA,No,Yes
Man,Straight,Hetero_male,23,White,British Columbia,NA,Other,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,28,White,Alberta,Working on,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,30,White,KS,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,36,White,VA,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,19,Hispanic / Latin,TX,Working on,Christianity,NA,No,No
Man,Straight,Hetero_male,33,White,IL,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,39,Hispanic / Latin,HI,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,36,Black,FL,Working on,-,NA,No,No
Man,Straight,Hetero_male,28,Black,MN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,White,MO,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,38,Other,CA,Dropped out of,Other,and laughing about it,No,No
Man,Straight,Hetero_male,23,Black,OH,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,27,"Asian, Hispanic / Latin, White",France,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,29,Asian,Malaysia,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,26,White,Ontario,Dropped out of,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,Asian,CA,NA,-,NA,No,No
Man,Straight,Hetero_male,32,White,WA,Dropped out of,-,NA,No,No
Woman,Straight,Hetero_female,34,White,FL,NA,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,28,White,Ontario,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,36,White,HI,Graduated from,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,34,White,OR,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,FL,Graduated from,Other,NA,Yes,Yes
Man,Straight,Hetero_male,34,Asian,Ontario,Graduated from,Catholicism,but not too serious about it,No,Yes
Man,Straight,Hetero_male,33,White,NC,Graduated from,Other,and very serious about it,No,No
Woman,Straight,Hetero_female,28,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,White,WI,Graduated from,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,42,NA,MN,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,45,White,TX,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,34,White,NJ,Dropped out of,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,32,Indian,MI,Working on,Hinduism,NA,No,No
Man,Straight,Hetero_male,40,White,PR,NA,Agnosticism,but not too serious about it,No,No
Man,Gay,Gay_male,35,White,CA,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,40,White,OH,Working on,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,21,White,CA,Working on,Atheism,and somewhat serious about it,Yes,Yes
Woman,Bisexual,Bisexual_female,24,White,PA,Dropped out of,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,33,White,IN,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,38,White,NC,Working on,Agnosticism,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,33,White,PA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,27,White,IN,Working on,Buddhism,NA,No,No
Man,Straight,Hetero_male,42,White,VA,NA,-,NA,No,No
Man,Straight,Hetero_male,32,Black,NY,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,Black,IL,Working on,Catholicism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,35,Hispanic / Latin,TX,Graduated from,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,29,White,IN,NA,Agnosticism,NA,Yes,Yes
Man,Straight,Hetero_male,33,White,IA,Working on,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,33,White,CO,Working on,Buddhism,NA,No,No
Man,Straight,Hetero_male,32,White,Romania,Graduated from,Atheism,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,36,White,FL,NA,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,LA,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,MI,Graduated from,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,37,White,NJ,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,37,White,WA,Graduated from,Other,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,50,"Native American, Hispanic / Latin",TX,Working on,Other,and very serious about it,No,No
Man,Straight,Hetero_male,35,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,White,KY,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,31,White,Nova Scotia,NA,Atheism,and laughing about it,No,No
Man,Bisexual,Bisexual_male,25,White,UK,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,34,White,TX,Graduated from,Atheism,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,45,White,CA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,36,White,IL,Graduated from,Agnosticism,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,33,NA,WI,NA,-,NA,No,No
Man,Straight,Hetero_male,33,Asian,SC,Graduated from,Christianity,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,42,White,IA,Dropped out of,Christianity,and very serious about it,No,Yes
Man,Straight,Hetero_male,32,Black,VA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,27,Hispanic / Latin,France,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,34,Asian,Indonesia,Working on,Islam,and somewhat serious about it,Yes,Yes
Woman,Straight,Hetero_female,37,White,UK,Graduated from,Christianity,NA,Yes,No
Man,Straight,Hetero_male,34,White,MT,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,26,White,IL,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,White,WA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,32,Black,WI,Graduated from,Christianity,and very serious about it,No,No
Woman,Straight,Hetero_female,27,White,PA,NA,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,21,White,WA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,30,White,NY,Graduated from,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,38,White,MI,Graduated from,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,"White, Other",CA,NA,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,26,White,Belgium,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,NY,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,49,White,WA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,38,White,IN,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,51,White,AK,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,43,White,MN,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,42,White,UK,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,51,White,IA,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,29,White,UK,NA,Catholicism,NA,No,Yes
Man,Straight,Hetero_male,29,White,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,30,White,OH,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,24,Black,NY,Dropped out of,Atheism,NA,No,No
Man,Straight,Hetero_male,34,Other,Ontario,Graduated from,Other,and very serious about it,No,Yes
Man,Straight,Hetero_male,33,White,FL,NA,Atheism,and somewhat serious about it,No,No
Man,Bisexual,Bisexual_male,33,White,Finland,Working on,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,42,White,AZ,NA,Other,NA,No,No
Man,Straight,Hetero_male,28,"Hispanic / Latin, White",FL,Working on,Agnosticism,NA,No,No
Man,Straight,Hetero_male,39,NA,OR,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,36,White,MA,Graduated from,Atheism,and laughing about it,No,No
Woman,Straight,Hetero_female,46,White,TX,Graduated from,Christianity,and very serious about it,No,No
Man,Gay,Gay_male,40,White,WI,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,26,White,MI,Graduated from,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,29,White,NY,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,45,"Asian, Black, Native American",MA,Graduated from,Other,and very serious about it,No,No
Man,Straight,Hetero_male,35,White,NV,Graduated from,Agnosticism,and laughing about it,No,No
Man,Gay,Gay_male,46,White,PA,Dropped out of,Christianity,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,43,Hispanic / Latin,IL,NA,-,NA,No,No
Man,Straight,Hetero_male,37,White,NY,Graduated from,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,32,White,FL,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,40,White,WA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,41,White,OR,Working on,-,NA,No,No
Woman,Straight,Hetero_female,38,White,CA,Graduated from,Catholicism,and laughing about it,No,No
Man,Straight,Hetero_male,28,NA,NY,NA,-,NA,No,Yes
Man,Straight,Hetero_male,33,White,CA,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,35,White,Ontario,Graduated from,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,35,White,Japan,Graduated from,Agnosticism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,27,White,VA,Working on,Other,and laughing about it,No,No
Man,Straight,Hetero_male,23,NA,Germany,NA,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,45,White,NY,Graduated from,Catholicism,NA,No,No
Man,Straight,Hetero_male,34,"Hispanic / Latin, White",TX,Dropped out of,Agnosticism,and laughing about it,No,No
Man,Gay,Gay_male,44,"Asian, Middle Eastern, Black, Native American, Indian, Pacific Islander, Hispanic / Latin, White",NV,Working on,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,30,White,Ontario,Working on,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,31,White,TX,Dropped out of,-,NA,No,No
Woman,Straight,Hetero_female,47,White,TX,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,45,White,CA,NA,Catholicism,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,29,"Native American, Hispanic / Latin, White",GA,Graduated from,Catholicism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,VA,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,36,White,IL,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,24,White,AL,Graduated from,Atheism,NA,Yes,Yes
Man,Straight,Hetero_male,32,White,RI,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,28,White,IL,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,32,White,MI,Graduated from,-,NA,Yes,Yes
Woman,Straight,Hetero_female,34,White,SC,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,31,White,KY,NA,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,TX,Graduated from,Christianity,and very serious about it,No,No
Man,Gay,Gay_male,38,White,TX,Graduated from,Other,and very serious about it,No,No
Woman,Straight,Hetero_female,32,Hispanic / Latin,NY,Graduated from,Catholicism,but not too serious about it,No,No
